,tweet,label,lat,long
85,"Just showered in water that smells like the water I shower in when I go campingO.ewell,looks like calgarys water plant has been contaminated",on-topic,34.02665925853893,-117.76293012728152
86,Does anyone know where to go if they get evacuated? @CityofRedDeer  #reddeer,on-topic,33.697790314339755,-117.94076838499002
87,"some distant impact. He ran back the way he had come, through corridors and rooms dimly lit by glowing #filaments that fl",off-topic,34.07781050710742,-117.67206520339967
88,A big Tusken Raider came at Luke from behind a boulder. He was swinging a sharp battle ax. Luke whirled around and block,off-topic,33.81474512854317,-117.94683722785688
89,Shout out to Ward 9 team for their flood volunteer coordination in Erlton! Thanks for all your hard work!!! @gccarra #yycflood #Erlton #yyc,on-topic,34.04050279766272,-117.3456580806302
90,"For the last little while, it's been really dark when I've driven through the city's downtown at 4 AM. http://t.co/4Aha8AdlAC",on-topic,34.032927605204634,-117.36334690507228
91,"@getNutriFit I don't even know what that is. How lame am I? Wait, that was a rhetorical question.",off-topic,34.130745380896734,-117.83228529157074
92,Overlooking a flooded city @ Crescent Heights http://t.co/hVzN2d9tJE,on-topic,33.921671696025804,-117.3005963005708
93,"@RenLavoieRDS: Broken ribs, torn cartilage, separate shoulder (tonight) for Patrice Bergeron. #RDS #becauseitsthecup",off-topic,33.778376230288664,-117.93654088990256
94,Boonstock festival goers cleaning up after four-day party in Gibbons [Photos]: The fun and games have wrapped up... http://t.co/LAtxqJab1c,off-topic,33.70958476835996,-117.97874082697852
95,"@EricMurphyGroup No he's not anything special. IMO, it's a bit early to give up &amp; no one more critical of our organizational depth than me",off-topic,34.14599967397878,-117.76666820334961
96,noree cried out in pain. Dal grinned.,off-topic,33.95245962926597,-117.24432924162645
97,@northwestsports wow very cool logo!,off-topic,34.02636427451667,-117.26413147100881
98,"Okay, okay, we've had our problems with Dania in the past, but right now we don't have time to establish a new contact",off-topic,34.072755886211205,-117.19562472660431
99,Coold B. while watching (y) http://t.co/L15ZXiPMTG,off-topic,33.78890366298703,-117.78224573073982
100,Alberta food service sales continue to grow: CALGARY  Sales for Albertas food services and drinking places... http://t.co/eEtSGNNW3x,on-topic,34.053300359019325,-117.64856533633191
101,"@TurtleWingsMe screw of, ur just jelly cuz my hairs awesome!!!! http://t.co/rt7qdguztZ",off-topic,33.72741018301205,-117.74815083166901
102,Calgary holds its breath as flood waters advance. Surrounding communities are getting pummeled by Mother Nature. #yyc #yycflood,on-topic,33.97214942086427,-117.53206151514993
103,"Construction Safety Manager, Calgary AB #job #hiring http://t.co/Z021OiwOls",off-topic,33.755034435515434,-117.73630487442443
104,Lord of the Rings Adventure Board Game is happening at the lake. #nerdlife @ Laurier Lake http://t.co/FFF568MLug,off-topic,33.693259730738006,-117.87287556507732
105,That's a first.  Medicine Hat is now tending across Canada. Or #medhat as we can it on Twitter. #mhflood,on-topic,33.7457005347452,-117.23760549167811
106,"Lando gave it another dozen rounds, just to be sure. Then, during one of the deals, he casually looked over at Zerba and",off-topic,34.0071216376366,-117.48391910006033
107,"She swallowed. What is he talking about? Perhaps your protection's stopped working, General. If I could take a look at",off-topic,34.092809971817466,-117.45971466059177
108,"would #specifically please the leader of this whole expedition. And once that was out of the way, she would rejoin the f",off-topic,33.89441797118039,-117.18379282981736
109,Does your heart stop when my name pops on your phone? Do you smile when you text me? Do you save my messages? Do you look back at my texts?,off-topic,33.931354990528874,-117.57882061241493
110,'Canada Day' appeared on Tuesday 25 at the 17th place in the Top20 of Calgary's Trends: http://t.co/n4SBI4rzqz,off-topic,34.04828776146229,-117.56049403210045
111,my puppy refuses to sleep without me it's so frickin cute,off-topic,33.83107256115457,-117.65417796877074
112,handed him the long wooden pole to which the new standard was attached. Luke raised the standard high. I claim...  Th,off-topic,33.73197209631292,-117.53288569457554
113,"@TheRealDeFiant hahahaha too many wanna be tough kids in Barrie, half of them are the biggest pussies lmao",off-topic,34.15365857913462,-117.70809901159184
114,@amandamarie403 @calgarraidh yah. I would just wait. My coworker said she's just stuck on 52nd between tracks.,off-topic,34.147624933374225,-117.58089777031289
115,Who wants to grab a shovel and head into Mission or Montgomery? I have extra shovels and I'll pick you up! #ycchelps,on-topic,34.169384632243776,-117.891776766083
116,"@brendanfrijoles Thank you so much, Brendan! Had the best time lifting spirits in our amazing neighbourhood! #missionpossible",off-topic,33.84055798903093,-117.44408507343337
117,HAHAHAHAHAH some guy just said he loved my hair then asked me on a date I'm scared,off-topic,33.943757403716816,-117.65280793421398
118,@hockeymemes: That moment you realize.. http://t.co/XHLra0YZ6m #ouch,off-topic,33.72138478945883,-117.28317231499108
119,"Shhh. @alanacbaker: It has occurred to me I haven't slept in 36 hours. I think I may do that, soon. Why don't I feel more tired? #abflood",off-topic,34.172691494245576,-117.67610898040043
120,10 days until I get to pretty much live on my quads and in paradise,off-topic,33.86080104789537,-117.81705645238517
121,@mental_gas - Would rather have that than Mr. Dithers.,off-topic,34.025783716283435,-117.19703462781224
122,@Exclusionzone if you compare yourself to water does that mean I can't live without you?,off-topic,33.864682405395854,-117.22053923910237
123,apan #system? he asked. What are we doing here?,off-topic,33.79195418546586,-117.15733591625487
124,"@d_gilmerCFRE @cfcalgary @CF_Hamilton Waiting to see how they do against the Stamps ! Calgary strong, flood and all ! @cfcalgary",on-topic,34.06648107131728,-117.60099981609048
125,Pretty sure I'm the only one writing the science diploma still,off-topic,33.70551255955453,-117.97956574974633
126,"Not bad, Solo, Anja said. Your method was crude, but it's good to know you occasionally do make the right decision.",off-topic,33.77161326728892,-117.29849266476423
127,"#Engineering #Job in #Calgary Pipeline Engineers - Calgary, Alberta, Canada (2 Openi... at UniversalPegasus http://t.co/kxLpe9y22A",off-topic,34.132505188504,-117.82587247594921
128,Make sure to checkout the most epic pop-up party in #yyc right now! #Back2theBeltine until 10 p.m. tonight #VicParkYYC #Beltline,off-topic,33.97897307697304,-117.92075803800536
129,IT'S A BEAUTIFUL DAY @ The Banff Centre http://t.co/RtwYc6eSjv,off-topic,33.9993327970042,-117.6098447475739
130,"Your secret's safe with me, #Han said.",off-topic,33.97310128703017,-117.7700381087957
131,Totally guna do races and shit,off-topic,34.15956537874049,-117.66250892353818
132,"s knifed their way through the nasal tissue. Khedryn's eyes watered. Blood leaked around #the feeders, out the human's no",off-topic,33.907663545509116,-117.27039755971643
133,Slide show of high quality photos of the flood from June 24. #mhflood http://t.co/nVDKfNf6iw,on-topic,34.02767636392316,-117.34286953600476
134,Alberta food service sales continue to grow: CALGARY  Sales for Albertas food services and drinking places... http://t.co/eEtSGNNW3x,on-topic,34.070712917011925,-117.31706250338348
135,"Quiet Sat morning over @EastVillageYYC No trains, a rare vehicle. Only sounds are birds and Bow River. #yycflood http://t.co/BDNe7bm7gk",on-topic,33.959581540015805,-117.14749869368916
136,@shersi_ Djibouti miyaa lool that's basically extension of Somalia,off-topic,34.111311994388636,-117.8048969731428
137,"@nicastro19 Haha no man, they suck ;)",off-topic,34.04819827053802,-117.44307018143905
138,"Soooo,  29 degrees Monday, I need 35,000 Litres of water to fill the pool - does filling pool apply to outside tap ban? hope lifted by then!",off-topic,33.93233991331231,-117.88709745030441
139,2o13.o6.27 match made in heaven @theworksfest by @joshholinaty #yegarts @ Latitude 53 Gallery http://t.co/bS28p2JL6k,off-topic,34.145983087211214,-117.35342557078881
140,@doogie2k my garage is all flooded. My parents live I'm bearspaw near a creek and their entire basement is flooded. My sister is evacuated,on-topic,33.98312160147636,-117.48044237005851
141,@calgaryherald: Trans-Canada to Banff may reopen by weekend #chlive http://t.co/yXdPERzYDE this would help for a wedding on Saturday!,on-topic,33.694380529433545,-117.50166706574778
142,Otis redding. What else to do during great floods in Alberta @ Stonegate Pub http://t.co/queVjl7SWS,on-topic,34.169820576396,-117.39720158453116
143,@shleyhope the malls crazy big huh?,off-topic,33.885344200982615,-117.86165996099035
144,@LiseMouskaal 17th Avenue is flooded from McLeod Trail &amp; west to Centre Street. I believe McLeod is flooded from 25th Ave all the way to 3rd,on-topic,34.04234107810177,-117.34969527750182
145,I cannot believe all of the flooding happening here in Calgary. http://t.co/aFdVEtpy62,on-topic,33.73342262766171,-117.29443761362057
146,aber and blowgun from where they had been dropped. Then she opened the #Twi'lek's robe to check for concealed weapons and,off-topic,33.788065329118,-117.8203771094821
147,The hashtag #Canucks took the 14th place in the Top20 of Calgary's Trends for Tuesday 25: http://t.co/n4SBI4rzqz,off-topic,34.007227199940445,-117.45812962247186
148,'Mario Chalmers' shows up at this time as Trend in Edmonton http://t.co/UrEEFgdOm0,on-topic,33.725846955844794,-117.34781263853222
149,@jackshope They are airlifting our crew into Canmore via helicopter just to get communications set up! I need to keep listening to freq 24/7,off-topic,34.14644108322476,-117.70334304403556
150,@mariam_hamoud almost made me shit my pant,off-topic,34.020905449623044,-117.77414956251276
151,@habschick66 lol....Lets hope the #blackhawks have something to say about it.,off-topic,34.03767563402331,-117.54369365033584
152,You are so worth it.,off-topic,33.707042569333886,-117.31943382572634
153,Bowness residents stunned by flood's muddy devastation: A portion of Bowness felt the full brunt of the powerful... http://t.co/DD2ChCYCyX,on-topic,33.90564931178504,-117.89760837705971
154,"just bought myself a #hellorhighwater stampede shirt, what a good way to raise money for the flooding :) #yyc #yycflood #stampede101",on-topic,33.78879472472386,-117.59285591055847
155,#CanadaDay shows up at this time as Trend in Calgary http://t.co/wHuuFDTB0j,off-topic,33.93926231380954,-117.62217905098436
156,Having coffee in the Main Street of Bowness while the rest of the world thinks we are 'Underwater' @ http://t.co/rziOcrRoQ0,on-topic,34.02199381993202,-117.40635539636051
157,"Helping cleaning up downtown calgary #calgary #flood #nopainnogain @ Calgary, AB http://t.co/nZqzyjts1D",on-topic,33.965164951382114,-117.78002461035679
158,@ryan_batty I agree man. A dozen beer says Loungo goes to the #Flyers now,off-topic,33.73374135044835,-117.72427774700148
159,@GirlReporter I see what you did there...,off-topic,34.02653755388573,-117.48563259517043
160,@JaxAustin lol I should guess not. I can't use them on the best of days so don't feel bad :),off-topic,33.700448202415096,-117.6909938370104
161,RT @LukaszukMLA @medicinehatcity residents do what u can to protect homes. River is staring to rise #abflood #ableg http://t.co/V2ynHdITGO,on-topic,34.037804902919696,-117.37027751913796
162,"o come. The rescue teams had been denied permission to #evacuate survivors, and medical facilities located in the seconda",on-topic,33.81916928089688,-117.82277594927986
163,Day 3 and still no idea when I can go home. #evacuated #CalgaryFlood,on-topic,34.09536211480488,-117.36513238826154
164,It hits home when it's a city you've spent a lot of time in. Couldn't imagine it bring my hometown,off-topic,34.0308358211699,-117.90973691883796
165,All up in my emotions right now.,off-topic,33.832452848318326,-117.29832222981202
166,Is it in poor taste to inform my calgary friends that today is international surfing day?? Just sayin... #silverlinings,on-topic,34.078045379332394,-117.37473277242765
167,Flood Party Update #6: I've over done it,off-topic,33.78844573905547,-117.63266944973721
168,@tara_eisenbeis is Bruce lee bothering you again #illkillhim,off-topic,33.70145259971093,-117.5447565188729
169,I miss eating chips and such. #bracesproblems,off-topic,34.17073682473882,-117.88029641406946
170,"@Fan4EvaWhitneyH I'll just have to be here twice as much for you now, Baby Girl. Sheena will show me how. She'll always be with you too.",off-topic,33.89450406955405,-117.66970538711556
171,"@NicKrywolt fair enough, yah they are somewhat similar.",off-topic,34.03384693023144,-117.59728231912099
172,"What a day in #Canmore , lets hope it's a better day tomorrow! no more #Canmoreflood http://t.co/48tcOf0XY3",on-topic,34.10743863752539,-117.59431395068907
173,@brittannyyx according to your horoscope you are always jealous... I think that's funny for some reason,off-topic,33.9843181888099,-117.20541755703078
174,"Today, one of the coolest hikes I've ever done. Rocky hills along a blue-green river...in a http://t.co/1C1KfhrG4D",off-topic,33.96742501935914,-117.75866253965418
175,"Nor could Jaina do anything to help. Her #brother seemed to anticipate every adjustment she made, swinging Vatok around t",off-topic,33.94683951183405,-117.48620869010644
176,"like. He feels the damotite better than I do, does Arrad. When he cuts himself I think he'll bleed green. Arrad...",off-topic,33.72858959890499,-117.17688732825023
177,@Banff_Town Rumour has it the water might need to be turned off due to the letting out of the dam. Can you verify or refute this?,off-topic,33.80056497528371,-117.9447854388791
178,"Hi friends, I'm safe, surrounded by water, but stocked with food and water. Just waiting it out now.",on-topic,33.832994427509796,-117.6701701153842
179,Lies Okotoks tells itself... The river only floods once every hundred years.,on-topic,34.072618196386074,-117.3288792079407
180,I hate my moms side of the family.. good thing I'm spending the next 2 weeks with them,off-topic,34.01372450091212,-117.18074681310249
181,10:00 AM @ Deerfoot Casino  $50 Deep Stack PLO Thursdays Pot-Limit Omaha Tournament @dficpkr http://t.co/AtDPIG3sJQ,off-topic,33.80410708586852,-117.75544304506063
182,You are so attractive. #Js @MTV @MTVteenwolf,off-topic,33.90755877193054,-117.6243637336208
183,The way 'Days Like That-Sugar Jones' just spoke into my life though.,off-topic,33.87830950824352,-117.96096003286173
184,Peak hours in Calgary's Trends for Saturday 29 were at 5 pm and 8 pm: http://t.co/IuOfwM52VH http://t.co/3WZpvrbxmF,off-topic,34.045940910967055,-117.2418936235255
185,"Sales Representative needed in Medicine Hat, AB, Excellent benefit package!! make over $80 K plus!! #job #hiring http://t.co/5jjwCKbWSo",off-topic,34.0282933184093,-117.25051328936846
186,Catching up on sleep after a sleepless night spent worrying about potential flood evacuation.  #Calgary #yycflood,on-topic,34.062420902370626,-117.32434671046663
187,@allysonhorwood AWE ALLYSON REMEMBER WHEN YOU WERE LIKE MY SISTER,off-topic,33.97167725008395,-117.59160400537503
188,"Featuring summer songs on Pure Country tonight. @AaronPritchett I'm playing #SunTanCity, so bring some sunshine to Lloyd this week?",off-topic,34.03062791118373,-117.89097971293322
189,For all the Bus who are price gouging us for water and supplies.... Enjoy your Money... Karma is Coming !!! http://t.co/WiR1uOf7C8,on-topic,34.13754522562997,-117.386842161383
190,"@YourAlberta Do fridges and freezers have to thrown out even if they were untouched by water or backup, or just throw out the contents.",on-topic,33.809810495318345,-117.75584564899317
191,"just bought myself a #hellorhighwater stampede shirt, what a good way to raise money for the flooding :) #yyc #yycflood #stampede101",on-topic,34.03233255111591,-117.32400561038345
192,"Sith are also arrogant, Luke said. Ivaar Workan is posing as a high-profile Senator. I am willing to bet that you kno",off-topic,33.73573495534433,-117.75223179416918
193,Ain't nothing like 2 hours of sleep,off-topic,33.86878190257751,-117.33992130217081
194,"However, Zekk's lightsaber was real. He had earned his, and he knew how to use it. The Force guided him. Anja's didn't b",off-topic,33.7247117539692,-117.86705830141563
195,"Electricity has been restored to most of downtown #Calgary. With all the office towers, will water treatment keep up? #YYCflood @nenshi",on-topic,33.91942066118913,-118.00396983688415
196,My 8 year old grandson Samuel just completed his first triathalon. Poppa has a lot of work to do to complete one. Great job Samuel.,off-topic,33.84116720653736,-117.87767069217477
197,having coffee in Bowness while the rest of the world thinks we are 'under water' @ bowness http://t.co/xSiBPVz7T4,on-topic,33.84112289879343,-117.63979864684187
198,Slide show of high quality photos of the flood from June 24. #mhflood http://t.co/nVDKfNf6iw,on-topic,34.16079450058089,-117.79733290243452
199,Yet another strange bug on the patio. Kinda cute actually #bug #insect #patio #igers #igdaily http://t.co/u5gVShNvpB,off-topic,34.13763484883086,-117.41387775180947
200,This is relative to my interests!! @EW: Paul Rudd and Emile Hirsch in 'Prince Avalanche' -- EXCLUSIVE POSTER http://t.co/xwYjibFDgM,off-topic,34.012568607856494,-117.93810297248795
201,Breaking:AHS approves 2 #mission shops reopening + donating food for #yycflood victims + volunteers @GlobalCalgary http://t.co/el0METjtOD,on-topic,33.792364251762166,-117.75371752773675
202,@CBCCalgary stop trying to find the negative in the #yycflood  You were so supportive &amp; now U seem to be focusing on the bad. Please stop.,on-topic,34.094637467449324,-117.59102061431665
203,#yycflood What a trooper this guy is!! Jesse @wopizza dropping off pizzas for city workers! #yycfood http://t.co/P1NAxUEoR9,on-topic,33.76429194091857,-117.30656432331611
204,"@Cam_Wally true, but we don't want him anyway. They just did us a favour!",off-topic,33.83476550719513,-117.76079521019787
205,"TJX Canada #Retail #Job: Coordonnateur, Service  la clientle/Exploitation ( #Edmonton , AB) http://t.co/5T6FEjINBK #Jobs",off-topic,33.963657344660696,-117.16869082666072
206,Emirates chicks. Holding the medals,off-topic,33.78175740392754,-117.43431605728621
207,"Photo proof: as always, we're recording this briefing for everyone to watch ASAP. http://t.co/pO2OTBAxRy",off-topic,33.729212365467596,-117.5725661288711
208,"Impressive, Dooku said as he came   stop before the Mandalorian. You come highly recommended by your leader. I am",off-topic,33.741657292787814,-117.69028495248845
209,"Instead Tahiri looked toward the jury-and #was surprised to find them looking not at Bwuatu, but at her. To a being, thei",off-topic,33.8491361372064,-117.70427788825594
210,At the hospital with my hubby!  2 stitches in his foot but he's a trooper! http://t.co/26QREUfEBS,off-topic,33.82152186640697,-117.2113606987939
211,@narrynicotine SO CHASE GOT HIS PHONE BACK  AND THIS IS KIND OF WHAT I SEN HIM IM LAUGHING http://t.co/cmUrLnpo2l,off-topic,34.15657806947196,-117.28202556758663
